,sr,section,date,datetime_from,datetime_to,delay_minutes,equipment,problem_description,restart_steps,one_year,two_year,three_year,four_year,five_year,corrective_action,preventive_action,status,actual_action_taken,capa_event_date,capa_start_time,capa_end_time,capa_event_time
548,1074,10mm,2024-10-14 00:00:00,20:40:00,21:05:00,25,TAIL BRAKER2-1B,OVERSHOOT IN LINE-1B AS HIGH PRESSURE VALVE DIDNOT OPERATE,"PNEUMATIC SYSTEM CHANGED
COBBLE/OVERSHOOT REMOVED
MILL STARTED",OVERSHOOT AT 1B,PNEUMATIC SYSTEM MALFUNCTIONING SO BRAKING DIDNOT HAPPEN,HIGH PRESSURE DIDNOT ACHIEVED,LOW PRESSURE/HIGH  PRESSURE VALVE STUCK UP DURING OPERATION,,"TB2_1B PNEUMATIC SYSTEM REPLACEMENT
COBBLE/OVERSHOOT REMOVAL","1. MOISTURE FROM RECEIVER TANK  TO BE DRAINED REGULARLY
2. OIL TO BE FILLED IN FRL FOR LUBRICATION
3.VALVE CHANGING FREQUENCY TO BE DECIDED",DONE ,,,2024-10-14 20:40:00,2024-10-14 21:05:00,2024-10-14
549,1075,10 mm,2024-10-15 00:00:00,11:26:00,11:44:00,18,BGV2,HEAD COBBLE IN BGV 2 DUE TO CHIPS JAMMED IN STAND 19 DEL GUIDE. (1C),COBBLE REMOVED AND MILL STARTED,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,"COBBLE REMOVED MILL STARTED, ALL BROKEN PIECE REMOVED FROM LINE AND ENTIRE LINE THOROUGHLY CHECKED",MAIL TO BE SENT TO SMS AND DEFECT BILLET CHEMISTRY TO BE CHECKED,PENDING,,,2024-10-15 11:26:00,2024-10-15 11:44:00,2024-10-15
550,1076,12 mm,2024-10-15 00:00:00,18:36:00,18:57:00,21,STAND 14,LINE 2 MATERIAL HEAD COBBLE AT STAND 14 ENTRY.,COBBLE REMOVED AND MILL STARTED,LINE 2 MATERIAL HEAD COBBLE AT STAND 14 ENTRY.,RE-GUIDE OF #14 MISALIGNED ,RE-GUIDE CLAMPING BOLT FOUND LOOSE ,IT WAS NOT TIGHTEN PROPERLY ,,"RE-GUIDE CHANGED,#13 CHANGED ,tROUGH BETWEEN #13 & 14 CHANGE ,EXIT FUNNEL WELDING DONE OF MULTILOOPER .TIGHTEN PROPERLY ",1.GUIDE NEED TO CROSS CHECK PROPERLY AFTER FIXING ,DONE ,,,2024-10-15 18:36:00,2024-10-15 18:57:00,2024-10-15
551,1077,12 mm,2024-10-15 00:00:00,19:00:00,19:54:00,54,STAND 14,"LINE 2 MATERIAL HEAD COBBLE AT STAND 14 ENTRY, DURING THIS STAND 13 CHANGED AND STAND 14 RE GUIDE CHANGED.",COBBLE REMOVED AND MILL STARTED,LINE 2 MATERIAL HEAD COBBLE AT STAND 14 ENTRY.,RE-GUIDE OF #14 MISALIGNED ,RE-GUIDE CLAMPING BOLT FOUND LOOSE ,IT WAS NOT TIGHTEN PROPERLY ,,"RE-GUIDE CHANGED,#13 CHANGED ,tROUGH BETWEEN #13 & 14 CHANGE ,EXIT FUNNEL WELDING DONE OF MULTILOOPER .TIGHTEN PROPERLY ",1.GUIDE NEED TO CROSS CHECK PROPERLY AFTER FIXING ,,,,2024-10-15 19:00:00,2024-10-15 19:54:00,2024-10-15
552,1080,14 mm,2024-10-16 00:00:00,04:19:00,04:36:00,18,CVR_1,"CARRY FORWARD IN LINE-1 , COBBLE DETECTION GUARD FOUL",COBBLE REMOVED AND MILL STARTED,COBBLE AT CVR- LINE-1,TAIL PIECE CARRY FORWARD IN LINE-1,OPTIMIZED TAIL LENGTH NOT PROPERLY SEPARTED,,,"1. DIVERTER PIPE CHANGED AND MILL STARTED
","1. LEad speed increased from 2.5% to 3% for CVR_1
2. GAP AND OVERLAP TO BE CHECKED PROPERLY FOR CVR_1",,,,2024-10-16 04:19:00,2024-10-16 04:36:00,2024-10-16
553,1082,12 mm,2024-10-16 00:00:00,06:00:00,06:28:00,28,STAND-12,"CHIPS JAMMING IN STAND-12 DELIVERY GUIDE ,MATERIAL CAME OUT",COBBLE REMOVED AND MILL STARTED,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,"COBBLE REMOVED MILL STARTED, ALL BROKEN PIECE REMOVED FROM LINE AND ENTIRE LINE THOROUGHLY CHECKED",MAIL TO BE SENT TO SMS AND DEFECT BILLET CHEMISTRY TO BE CHECKED,DONE ,,,2024-10-16 06:00:00,2024-10-16 06:28:00,2024-10-16
554,1085,16 mm,2024-10-18 00:00:00,04:34:00,04:52:00,18,LINE-1,MATERIAL BROKEN DUE TO BAD BILLET,COBBLE REMOVED AND MILL STARTED,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,"COBBLE REMOVED MILL STARTED, ALL BROKEN PIECE REMOVED FROM LINE AND ENTIRE LINE THOROUGHLY CHECKED",MAIL TO BE SENT TO SMS AND DEFECT BILLET CHEMISTRY TO BE CHECKED,PENDING,,,2024-10-18 04:34:00,2024-10-18 04:52:00,2024-10-18
555,1086,16 mm,2024-10-18 00:00:00,05:36:00,05:52:00,16,LINE-1,MATERIAL BROKEN DUE TO BAD BILLET,COBBLE REMOVED AND MILL STARTED,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,"COBBLE REMOVED MILL STARTED, ALL BROKEN PIECE REMOVED FROM LINE AND ENTIRE LINE THOROUGHLY CHECKED",MAIL TO BE SENT TO SMS AND DEFECT BILLET CHEMISTRY TO BE CHECKED,PENDING,,,2024-10-18 05:36:00,2024-10-18 05:52:00,2024-10-18
556,1087,16 mm,2024-10-19 00:00:00,13:27:00,13:42:00,15,STAND-10,"FOUND CHIPS IN DELIVERY OF STAND 10, DELIVERY NOSE BROKEN. ALSO FOUND CHIPS IN ALL 9-14 STANDS. THESE ARE 165 COLD CHARGE BILLET OF JSIS.",COBBLE REMOVED AND MILL STARTED,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,"COBBLE REMOVED MILL STARTED, ALL BROKEN PIECE REMOVED FROM LINE AND ENTIRE LINE THOROUGHLY CHECKED",MAIL TO BE SENT TO SMS AND DEFECT BILLET CHEMISTRY TO BE CHECKED,PENDING,,,2024-10-19 13:27:00,2024-10-19 13:42:00,2024-10-19
557,1091,32 mm,2024-10-22 00:00:00,22:40:00,23:01:00,21,ART,"UNDERSHOOT DUE TO SH.3 CUT NOT PROPER, SO BAR NOT SEPARATED.(2H)","BLADE CHANGED, SGH-3 RESET DONE, COBBLE REMOVED AND MILL STARTED",COBBLE AT COOLING BED,BARS NOT SEPARTED FROM SH-3,BLADE FOUND BLUNT (TOP AND BOTTOM),NO OF CUTS WAS ONLY 4000,RECONDITIONED BLADE LOCALLY,"1. BLADE CHANGED 
2. SH-3 RESET DONE AFTER BLADE REPLACEMENT
3.COBBLE REMOVED AND MILL STARTED","1. BLADES TO BE CROSS CHECKED WITH A1 ENGINNERING WHO DID THE RECONDITIONING  OF BLADES
2. BLADES (TOP AND BOTTOM) GAP TO BE MAINTAINED PROPERLY",DONE ,,,2024-10-22 22:40:00,2024-10-22 23:01:00,2024-10-22
558,1093,12 mm,2024-10-23 00:00:00,01:25:00,01:43:00,18,PINCH ROLL 2_1,MATERIAL BROKEN IN LINE.1.(2H),COBBLE REMOVED AND MILL STARTED,MATERIAL BROKEN AT HEAD WHILE BITING,LINE-1 PR2 GRAPH NOT OK,ACTUAL LINEAR SPEED DECREASED ,,,"1. COBBLE REMOVED
2. CLOSE PARTING CHECKED
3. PRESSURE  INCREASED
4. VALVE AND RESPONSE TIME CHECKING","1. AXIAL ,RADIAL PLAY OF PINCH ROLLS TO BE CHECKED DURING CENTRAL LINE ROLLING
2. WATER BOX COOLERS , FLOW ,PRESSURE TO BE CHECKED DURING SPEED RAMP UP
3. ENTRY ,EXIT FUNNELS TO BE USED OF CORRECT DIMENSIONS
4. VALVE RESPONSE TIME  TO BE BELOW 250MS",DONE ,,,2024-10-23 01:25:00,2024-10-23 01:43:00,2024-10-23
559,1095,12 mm,2024-10-23 00:00:00,05:06:00,06:15:00,69,STAND 3,LOOP BETWEEN STD.2 & STD.3.,COBBLE REMOVED AND MILL STARTED,ROUGHING MILL EMERGENCY STOPPED,LOOPING BETWEEN STAND02 AND STAND03,WRONG ELONGATION IN OWS PARAMETER,BILLET SIZE WAS CHANGED FROM 150SQMM TO 165SQMM,MISCOMMUNICATION BETWEEN FURNACE OPERATOR AND MILL OPERATOR,"1. COBBLE REMOVED AND MILL STARTED
2. ELONGATION MADE OK AS PER BILLET SIZE","1. PROPER COMMUNICATION TO BE THERE BETWEEN SHIFT MANAGER/FURNACE OPERATOR/MILL OPERATOR/MILL MAIN ROLLER DURING ANY CHANGE IN MILL , SETTINGS IN MILL TO BE CROSS CHECKED TO AVOID SUCH MISTAKES",DONE ,,,2024-10-23 05:06:00,2024-10-23 06:15:00,2024-10-23
560,1096,10 mm,2024-10-25 00:00:00,23:04:00,23:21:00,17,EXTERNAL BILLET,HEAD COBBLE IN BGV.2 DUE TO CHIPS.(1C+1H) - HEAT NO. B191006.,CHIPS DUE TO BAD BILLET,CHIPS DUE TO BAD BILLET,CHIPS DUE TO BAD BILLET,CHIPS DUE TO BAD BILLET,CHIPS DUE TO BAD BILLET,CHIPS DUE TO BAD BILLET,MAIL TO BE SENT TO SMS WITH HEAT NUMBER,MAIL TO BE SENT TO SMS WITH HEAT NUMBER,DONE ,,,2024-10-25 23:04:00,2024-10-25 23:21:00,2024-10-25
561,1100,16 mm,2024-10-28 00:00:00,19:18:00,19:44:00,26,SMS,COBBLE AT LINE 1 TROUGH AFTER STAND 14 DUE TO BROKEN PIECE FOUND IN LINE.,CHIPS DUE TO BAD BILLET,CHIPS DUE TO BAD BILLET,CHIPS DUE TO BAD BILLET,CHIPS DUE TO BAD BILLET,CHIPS DUE TO BAD BILLET,CHIPS DUE TO BAD BILLET,MAIL TO BE SENT TO SMS WITH HEAT NUMBER,MAIL TO BE SENT TO SMS WITH HEAT NUMBER,DONE ,,,2024-10-28 19:18:00,2024-10-28 19:44:00,2024-10-28
562,1101,16 mm,2024-10-28 00:00:00,22:28:00,00:00:00,91,DIVIDE SHEAR L1,COBBLE IN LINE 1 DIVIDE SHEAR DUE TO GEAR BOX PROBLEM.,"1. CENTRAL LINE STARTED 
 2. DIVIDE SHEAR GEAR BOX REMOVED FOR BEARING REPLACEMENT","COBBLE AT LINE-1, TWO PIECE FOUND AT LINE-1B",BAR NOT SEPARTATED SO TWO PIECE WENT IN ONE LINE,DIVIDE SHEAR ARM FOUND JAMMING AND TORQUE TAKING 150 %,TOP SHAFT DRIVE END SIDE BEARING FAIL AND CAGE BROKEN FOUND,"1. RUNNING HOURS OF THE BEARING EXCEEDED FOR THE OEM RECOMMENDATION
 2.BEARING RUN FOR 24000 HRS, AS PER RECOMMENDATION FROM THE SUPPLIER THE RUNNING HOUR FOR THIS APPLICATION SHOULD BE 10000 HRS.","1. DIVIDE SHEAR ALL BEARINGS OF GEARBOX TO BE CHANGED 
 2. FLUSHING OF OIL PIPE WITH BODY OIL PORTS
 3. TOP/BOTTOM BLADE HOLDERS ALLIGNMENT WITH RESPECT TO REQUIRED ROLLING SIZE GAPS","1. GEARBOX BEARING CHANGE FREQUENCY TO BE FIXED(EVERY 10000 Hrs)
 2. NO LOAD TEST TO BE DONE DURING GHOST ROLLING BY CMD TEAM (QUARTERLY)
 3. RUNNIG HOURS FOR GROUP SHEAR & PINCH ROLL TO BE PROVIDED ON HMI.
 4. DISCUSSION TO BE DONE WITH DANIELI FOR CONDITIONING MONITORING SYSTEM
 5. MOTOR/GEARBOX COUPLING TO BE CHECKED IN EVERY ANNUAL SHUTDOWN
 6. BOTH DIVIDE SHEAR VIBRATION MEASUREMENT TO BE TAKEN EVERY 15 DAYS BY MAINTENANCE TEAM",DONE ,,,2024-10-28 22:28:00,2024-10-28 00:00:00,2024-10-28
563,1102,16 mm,2024-10-28 00:00:00,22:28:00,00:00:00,91,DIVIDE SHEAR L1,COBBLE IN LINE 1 DIVIDE SHEAR DUE TO GEAR BOX PROBLEM.,"1. CENTRAL LINE STARTED 
 2. DIVIDE SHEAR GEAR BOX REMOVED FOR BEARING REPLACEMENT","COBBLE AT LINE-1, TWO PIECE FOUND AT LINE-1B",BAR NOT SEPARTATED SO TWO PIECE WENT IN ONE LINE,DIVIDE SHEAR ARM FOUND JAMMING AND TORQUE TAKING 150 %,TOP SHAFT DRIVE END SIDE BEARING FAIL AND CAGE BROKEN FOUND,"1. RUNNING HOURS OF THE BEARING EXCEEDED FOR THE OEM RECOMMENDATION
 2.BEARING RUN FOR 24000 HRS, AS PER RECOMMENDATION FROM THE SUPPLIER THE RUNNING HOUR FOR THIS APPLICATION SHOULD BE 10000 HRS.","1. DIVIDE SHEAR ALL BEARINGS OF GEARBOX TO BE CHANGED 
 2. FLUSHING OF OIL PIPE WITH BODY OIL PORTS
 3. TOP/BOTTOM BLADE HOLDERS ALLIGNMENT WITH RESPECT TO REQUIRED ROLLING SIZE GAPS","1. GEARBOX BEARING CHANGE FREQUENCY TO BE FIXED(EVERY 10000 Hrs)
 2. NO LOAD TEST TO BE DONE DURING GHOST ROLLING BY CMD TEAM (QUARTERLY)
 3. RUNNIG HOURS FOR GROUP SHEAR & PINCH ROLL TO BE PROVIDED ON HMI.
 4. DISCUSSION TO BE DONE WITH DANIELI FOR CONDITIONING MONITORING SYSTEM
 5. MOTOR/GEARBOX COUPLING TO BE CHECKED IN EVERY ANNUAL SHUTDOWN
 6. BOTH DIVIDE SHEAR VIBRATION MEASUREMENT TO BE TAKEN EVERY 15 DAYS BY MAINTENANCE TEAM",DONE ,,,2024-10-28 22:28:00,2024-10-28 00:00:00,2024-10-28
564,1103,16 mm,2024-10-28 00:00:00,22:28:00,00:00:00,91,DIVIDE SHEAR L1,COBBLE IN LINE 1 DIVIDE SHEAR DUE TO GEAR BOX PROBLEM.,"1. CENTRAL LINE STARTED 
 2. DIVIDE SHEAR GEAR BOX REMOVED FOR BEARING REPLACEMENT","COBBLE AT LINE-1, TWO PIECE FOUND AT LINE-1B",BAR NOT SEPARTATED SO TWO PIECE WENT IN ONE LINE,DIVIDE SHEAR ARM FOUND JAMMING AND TORQUE TAKING 150 %,TOP SHAFT DRIVE END SIDE BEARING FAIL AND CAGE BROKEN FOUND,"1. RUNNING HOURS OF THE BEARING EXCEEDED FOR THE OEM RECOMMENDATION
 2.BEARING RUN FOR 24000 HRS, AS PER RECOMMENDATION FROM THE SUPPLIER THE RUNNING HOUR FOR THIS APPLICATION SHOULD BE 10000 HRS.","1. DIVIDE SHEAR ALL BEARINGS OF GEARBOX TO BE CHANGED 
 2. FLUSHING OF OIL PIPE WITH BODY OIL PORTS
 3. TOP/BOTTOM BLADE HOLDERS ALLIGNMENT WITH RESPECT TO REQUIRED ROLLING SIZE GAPS","1. GEARBOX BEARING CHANGE FREQUENCY TO BE FIXED(EVERY 10000 Hrs)
 2. NO LOAD TEST TO BE DONE DURING GHOST ROLLING BY CMD TEAM (QUARTERLY)
 3. RUNNIG HOURS FOR GROUP SHEAR & PINCH ROLL TO BE PROVIDED ON HMI.
 4. DISCUSSION TO BE DONE WITH DANIELI FOR CONDITIONING MONITORING SYSTEM
 5. MOTOR/GEARBOX COUPLING TO BE CHECKED IN EVERY ANNUAL SHUTDOWN
 6. BOTH DIVIDE SHEAR VIBRATION MEASUREMENT TO BE TAKEN EVERY 15 DAYS BY MAINTENANCE TEAM",DONE ,,,2024-10-28 22:28:00,2024-10-28 00:00:00,2024-10-28
565,1105,25 mm,2024-10-29 00:00:00,16:02:00,16:41:00,39,PINCH ROLL 2_CL,UNDERSHOOT DUE TO PR.2 ENTRY FUNNEL ADJUSTING BOLT CHECKNUT FOUND LOOSEN.(1C+1H).,COBBLE REMOVED AND MILL STARTED,COBBLE FROM STAND-14 TO COOLING BED,PR-2 DID NOT TOOK TORQUE,ENTRY FUNNEL  FOUND LOOSE,ADJUSTING BOLTS CJECKNUT NOT PRPOPERLY FIXED,,,,,,,2024-10-29 16:02:00,2024-10-29 16:41:00,2024-10-29
566,1106,40 mm,2024-10-30 00:00:00,06:28:00,07:07:00,39,ART,UNDERSHOOT HAPPENED ON APRON ROLLER TABLE. (1H),"UNDERSHOOT CUTTING DONE, COBBLE REMOVED AND MILL STARTED",ONE BILLET LAST PIECE UNDERSHOOT,HEAD HITTING IN COOLING BED AREA APRON ROLLER TABLE,MATERIAL HEAD NOT TRANSFER PROPERLY FROM INTERMEDIATE POSITION,MATERIAL STUCK DURING ART CYCLE,APRON MORE WEAR AND TEAR,"1. ART CYCLE CHEKING DONE AND FOUND OK
2. INTERMEDIATE POSITION GAP CHECKED WITH TEMPLATE
3. MILL SPEED DECREASED AND STARTED","1. APRON GRINDING AND WELDING TO BE DONE
2. ALLIGNMENT OF LIFTING SHAFT AND  MUFFCOUPLING BOLT TIGHTENING AND GREASING
3. CYLINDER STROKE CHECKING , DC VALVES PASSING TO BE CHEDKED9ALL 8 VALVES)
",DONE ,,,2024-10-30 06:28:00,2024-10-30 07:07:00,2024-10-30
567,1107,16 mm,2024-10-30 00:00:00,19:07:00,19:36:00,29,STAND 13,HEAD COBBLE IN STD.13 ENTRY DUE TO CHIPS.(1C+1H).,COBBLE REMOVED AND MILL STARTED,CHIPS DUE TO BAD BILLET,CHIPS DUE TO BAD BILLET,CHIPS DUE TO BAD BILLET,CHIPS DUE TO BAD BILLET,CHIPS DUE TO BAD BILLET,MAIL TO BE SENT TO SMS ALONG WITH BILLET HEAT NUMBER,MAIL TO BE SENT TO SMS ALONG WITH BILLET HEAT NUMBER,DONE ,,,2024-10-30 19:07:00,2024-10-30 19:36:00,2024-10-30
568,1110,12mm,2024-11-02 00:00:00,12:12:00,12:24:00,11,BGV-CVR-1,CARRY FORWARD IN LINE-1 TAIL PIECE,COBBLE REMOVED AND MILL STARTED,COBBLE AT CVR- LINE-1,TAIL PIECE CARRY FORWARD IN LINE-1,OPTIMIZED TAIL LENGTH NOT PROPERLY SEPARTED,,,"1. DIVERTER PIPE CHANGED AND MILL STARTED
","1. LEad speed increased from 2.5% to 3% for CVR_1
2. GAP AND OVERLAP TO BE CHECKED PROPERLY FOR CVR_1",PENDING,,,2024-11-02 12:12:00,2024-11-02 12:24:00,2024-11-02
569,1112,18mm,2024-11-03 00:00:00,08:36:00,08:53:00,17,WATER BOX LINE-2,COBBLE DUE TO BAR KNOCKED IN LINE 2 WATER BOX 1 AIR STRIPPER. (1C+1H),COBBLE REMOVED AND MILL STARTED,SH-1 CHOPPING ACTIVATED,LINE-2 BGV COBBLE DETECTION CAME DUE TO MATERIALACCUMULATION,HEAD HITTING AT LINE-2 WATER BOX-1 STRIPPER ,STRIPPER FIXING NOT PROPER DURING SECTION CHANGE,STRIPPER LOCKING /COOLER WEDGE LOCKING TO BE DONE PROPERLY,"1. COBBLE REMOVED
2. WB-1 NEW STRIPPER FIXED AGAIN PROPERLY AND MILL STARTED","1. DURING SECTION CHANGE , ALL COOLERS,STRIPPERS TO BE FIXED PROPERLY BY WATERBOX TEAM 
2. WEDGE LOCKING TO BE DONE PROPERLY DURING SECTION CHANGE",DONE ,,,2024-11-03 08:36:00,2024-11-03 08:53:00,2024-11-03
570,1117,10mm,2024-11-05 00:00:00,20:45:00,20:59:00,14,PR3_2 ,MATERIAL BROKEN,COBBLE REMOVED AND MILL STARTED,COBBLE AT BGV AND SH-1 CHOPPING,HEAD BROKEN FROM PINCH ROLL-2,SLIPPAGE IN PINCH ROLL DUE TO FLUTTERING,DURING RAMP UP IN SPEED,,"1. SPEED DECREASED
2. PINCH ROLL PARTING CHECKED
3. WATER BOX -1 COOLER -1/9 CLOSED 
4.PRESSURE INCREASED OF WATER BOX
5. CLOSING PRESSURE DECREASED 0.2 BAR","1. PINCHROLL AXIAL /RADIAL PLAY TO BE CHECKED DURING CENTRAL LINE ROLLING
2. PNEUMATIC VALVE TO BE REPLACED BY CHECKING RESPONSE TIME
3. CYLINDER TO BE CHECKED DURING CENTRAL LINE ROLLING
4. WATER BOX COOLER AND STRIPPER ID TO BE PROPERLY CHECKED DURING CENTRAL LINE ROLLING
5.ENTRY/EXIT FUNNEL ID TO BE CROSSS CHECKED THROUGHLY
6.ALL THESE POINTS TO BE INCORPORATED IN CHECKLIST FOR OPERATION AND MECHANICAL",DONE ,,,2024-11-05 20:45:00,2024-11-05 20:59:00,2024-11-05
571,1118,10mm,2024-11-06 00:00:00,03:48:00,04:07:00,19,PINCH ROLL LINE 2,MATERIAL BROKEN,COBBLE REMOVED AND MILL STARTED,MATERIAL BROKEN AT LINE 2.MATERIL  ACCUMULATED AT BGV2,COBBLE REMOVED AND MILL STARTED,COBBLE AT BGV AND SH-1 CHOPPING,HEAD BROKEN FROM PINCH ROLL-2,SLIPPAGE IN PINCH ROLL DUE TO FLUTTERING,DURING RAMP UP IN SPEED,,SURESH CHILUKURI/ZAKARIA ANSARI,,,2024-11-06 03:48:00,2024-11-06 04:07:00,2024-11-06
572,1120,10mm,2024-11-07 00:00:00,10:29:00,10:46:00,17,BGV,METAL BROKEN IN LINE 1 AT 92% SPEED. (1C+1H),COBBLE REMOVED AND MILL STARTED,MATERIAL BROKEN AT LINE 2.MATERIL  ACCUMULATED AT BGV2,COBBLE REMOVED AND MILL STARTED,COBBLE AT BGV AND SH-1 CHOPPING,HEAD BROKEN FROM PINCH ROLL-2,SLIPPAGE IN PINCH ROLL DUE TO FLUTTERING,DURING RAMP UP IN SPEED,,SURESH CHILUKURI/ZAKARIA ANSARI,,,2024-11-07 10:29:00,2024-11-07 10:46:00,2024-11-07
573,1121,32mm,2024-11-08 00:00:00,15:29:00,16:56:00,87,MILL STANDS,COBBLE IN STAND 03 DUE TO MATERIAL NOT BYTE IN STAND 03.,,LOOP FORM IN BETWEEN STAND2 AND STAND3,MATERIAL SLIP IN NEW PASS ,STOCK OF STAND 2 FOUND 119.4 x132 in place of 119.5X 126.2,,,STANS 3 STOCK OPEN BY 3 MM AND STAND 2 STOCK CLOSE BY 4 MM,PASS DESIGN  OF  ENTIRE MILL FOR BILLET SIZE 165 SQUARE  TO BE  VERYFY WITH THIRD PARTY PREFER DENILE,PENDING,,,2024-11-08 15:29:00,2024-11-08 16:56:00,2024-11-08
574,1125,8mm,2024-11-09 00:00:00,22:21:00,22:52:00,96,DIVIDE SHEAR L1,UNDERSHOOT AT LINE 1B,"1) COBBLE REMOVED 
2) PR_2A,3A,4A PULL DECREASED BY 1% & TAIL BRAKER PULL INCREASED 1% 
3)DIVIDING SHEAR BLADES CHANGED & OVERLAP INCREASED FROM 0.2 TO 0.4
4)PINCH ROLL_4A RINGS CHANGED WITH NEW RING(MORE ROLL DIAMETER)",COBBLE DETECTION AT LINE_01 DIVIDE SHEAR ,IMPROPER  CUTTING FROM DIVIDE SHEAR ,LOOPING BETWEEN PR4 AND TAIL BRAKER,SPEED DIFFERENCE BETWEEN UPSTREAM AND DOWNSTREAM EQUIPMENT,,"1) CVAH_01 DIVERTER SWITCH PIPE CHANGED, ALIGNMENT DONE 
2) CVAH_01 EXIT TROUGHS  CHANGED ALIGNMENT DONE 
3) TAIL BRAKER ENTRY EXIT TRUFFF CHANGED FROM LINE_1 TO LINE_2  
4)PINCH ROLL_5A BYPASSED 
5)DIVIDE SHEAR LEAD SPEED INCREASED 0.5
6) PR_2A,3A,4A PULL DECREASED BY 1% & TAIL BRAKER PULL INCREASED 1% 
7)DIVIDING SHEAR BLADES CHANGED & OVERLAP INCREASED FROM 0.2 TO 0.4
8)PINCH ROLL_4A RINGS CHANGED","1. BLADE OVERLAP TO BE MAINTAINED 0.2MM  FOR 8MM ROLLING
2. PINCH ROLL TO BE USED OF MAXIMUM DIAMETER 
3. ALL ENTRY /EXIT TROUGHS ,FUNNELS OF PINCH ROLL TO BE IN OK CONDITION
4. CVAH-1 TO BE RESET WITH 1MM TEMPLATE",DONE ,,,2024-11-09 22:21:00,2024-11-09 22:52:00,2024-11-09
575,1127,8 mm,2024-11-10 00:00:00,00:19:00,01:04:00,46,TWIN CHANNEL 1 B,UNDERSHOOT IN LINE 1B DUE TO MATERIAL HIT AT TWIN CHANNAL.,"1) COBBLE REMOVED 
2) PR_2A,3A,4A PULL DECREASED BY 1% & TAIL BRAKER PULL INCREASED 1% 
3)DIVIDING SHEAR BLADES CHANGED & OVERLAP INCREASED FROM 0.2 TO 0.4
4)PINCH ROLL_4A RINGS CHANGED WITH NEW RING(MORE ROLL DIAMETER)",COBBLE DETECTION AT LINE_01 DIVIDE SHEAR ,IMPROPER  CUTTING FROM DIVIDE SHEAR ,LOOPING BETWEEN PR4 AND TAIL BRAKER,SPEED DIFFERENCE BETWEEN UPSTREAM AND DOWNSTREAM EQUIPMENT,,"1) CVAH_01 DIVERTER SWITCH PIPE CHANGED, ALIGNMENT DONE 
2) CVAH_01 EXIT TROUGHS  CHANGED ALIGNMENT DONE 
3) TAIL BRAKER ENTRY EXIT TRUFFF CHANGED FROM LINE_1 TO LINE_2  
4)PINCH ROLL_5A BYPASSED 
5)DIVIDE SHEAR LEAD SPEED INCREASED 0.5
6) PR_2A,3A,4A PULL DECREASED BY 1% & TAIL BRAKER PULL INCREASED 1% 
7)DIVIDING SHEAR BLADES CHANGED & OVERLAP INCREASED FROM 0.2 TO 0.4
8)PINCH ROLL_4A RINGS CHANGED","1. BLADE OVERLAP TO BE MAINTAINED 0.2MM  FOR 8MM ROLLING
2. PINCH ROLL TO BE USED OF MAXIMUM DIAMETER 
3. ALL ENTRY /EXIT TROUGHS ,FUNNELS OF PINCH ROLL TO BE IN OK CONDITION
4. CVAH-1 TO BE RESET WITH 1MM TEMPLATE",DONE ,,,2024-11-10 00:19:00,2024-11-10 01:04:00,2024-11-10
